dataset,layer,frac,method,baseline_test_auc,sae_best_test_auc,diff,sae_best_k,sae_best_sae_id,sae_better
62_wikidata_occupation_ispolitician,24,0.75,logreg,0.9488,0.9605333333333334,0.011733333,16,layer_24/width_16k/p_anneal,TRUE
63_wikidata_occupation_issinger,24,0.75,logreg,0.9162666666666668,0.8869333333333334,0.029333333,128,layer_24/width_16k/batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,0.75,logreg,0.9018666666666666,0.912,0.010133333,128,layer_24/width_16k/batch_topk_32,TRUE
5_hist_fig_ismale,24,0.8,logreg,0.9824672412330144,0.9756791156042037,0.006788126,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,0.8,logreg,0.9806756609331247,0.9718510976156708,0.008824563,128,layer_24/width_16k/batch_topk_32,FALSE
7_hist_fig_ispolitician,24,0.8,logreg,0.7034280034425494,0.7176079130150188,0.01417991,128,layer_24/width_16k/p_anneal,TRUE
21_headline_istrump,24,0.8,logreg,0.9146768973417214,0.9191800913972629,0.004503194,128,layer_24/width_16k/standard,TRUE
22_headline_isobama,24,0.8,logreg,0.9725,0.9606250000000001,0.011875,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,0.8,logreg,0.980625,0.96875,0.011875,128,layer_24/width_16k/jumprelu_32,FALSE
24_headline_isiran,24,0.8,logreg,0.99125,0.9875,0.00375,128,layer_24/width_16k/jumprelu_32,FALSE
26_headline_isfrontpage,24,0.8,logreg,0.7263476247621126,0.753574069,0.027226445,128,layer_24/width_16k/jumprelu_32,TRUE
36_sciq_tf,24,0.8,logreg,0.9396875037880168,0.8698110234311551,0.06987648,128,layer_24/width_16k/gated,FALSE
41_truthqa_tf,24,0.8,logreg,0.71,0.7825,0.0725,128,layer_24/width_16k/batch_topk_32,TRUE
42_temp_sense,24,0.8,logreg,0.8935790725326991,0.8136147443519618,0.079964328,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
44_phys_tf,24,0.8,logreg,0.7685273403881353,0.762801072,0.005726269,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,0.8,logreg,0.5576516076516077,0.6536426536426536,0.095991046,128,layer_24/width_16k/jumprelu_32,TRUE
48_cm_correct,24,0.8,logreg,0.7694219183727893,0.7470089821448053,0.022412936,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,0.8,logreg,0.9999951513388364,0.9999975756694183,2.42433E-06,128,layer_24/width_16k/jumprelu_32,TRUE
50_deon_isvalid,24,0.8,logreg,0.8866504236517692,0.8255427470089821,0.061107677,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,0.8,logreg,0.8669684958240906,0.8252057650581233,0.041762731,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,0.8,logreg,0.9587649044970395,0.9050760924527378,0.053688812,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,0.8,logreg,0.6342557911196771,0.6195376801580663,0.014718111,128,layer_24/width_16k/topk_32,FALSE
56_wikidatasex_or_gender,24,0.8,logreg,0.9990060244614956,0.9742778525279707,0.024728172,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,0.8,logreg,0.9501630362316206,0.9575911851340049,0.007428149,128,layer_24/width_16k/standard_new,TRUE
58_wikidatapolitical_party,24,0.8,logreg,0.95628976,0.8979683972911964,0.058321363,128,layer_24/width_16k/p_anneal,FALSE
59_wikidata_occupation_isjournalist,24,0.8,logreg,0.89375,0.834375,0.059375,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,0.8,logreg,0.98375,0.965,0.01875,128,layer_24/width_16k/p_anneal,FALSE
61_wikidata_occupation_isactor,24,0.8,logreg,0.953125,0.934375,0.01875,128,layer_24/width_16k/standard,FALSE
62_wikidata_occupation_ispolitician,24,0.8,logreg,0.99875,0.986875,0.011875,128,layer_24/width_16k/p_anneal,FALSE
63_wikidata_occupation_issinger,24,0.8,logreg,0.9440625,0.9475,0.0034375,128,layer_24/width_16k/batch_topk_32,TRUE
64_wikidata_occupation_isresearcher,24,0.8,logreg,0.98375,0.970625,0.013125,128,layer_24/width_16k/batch_topk_32,FALSE
5_hist_fig_ismale,24,0.85,logreg,0.9891013909224012,0.9600445339189849,0.029056857,128,layer_24/width_16k/p_anneal,FALSE
6_hist_fig_isamerican,24,0.85,logreg,0.9695918740849196,0.9610236700829673,0.008568204,128,layer_24/width_16k/batch_topk_32,FALSE
7_hist_fig_ispolitician,24,0.85,logreg,0.6459339921913129,0.7020284285017081,0.056094436,16,layer_24/width_16k/standard_new,TRUE
21_headline_istrump,24,0.85,logreg,0.9529358833577356,0.9343826256710591,0.018553258,128,layer_24/width_16k/p_anneal,FALSE
22_headline_isobama,24,0.85,logreg,0.9937254901960784,0.9678431372549019,0.025882353,128,layer_24/width_16k/topk_32,FALSE
23_headline_ischina,24,0.85,logreg,0.992156863,0.9803921568627452,0.011764706,128,layer_24/width_16k/gated,FALSE
24_headline_isiran,24,0.85,logreg,0.9827450980392158,0.9803921568627452,0.002352941,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,0.85,logreg,0.6491215226939971,0.7623139336261591,0.113192411,128,layer_24/width_16k/standard_new,TRUE
36_sciq_tf,24,0.85,logreg,0.9027635431918009,0.8310761346998536,0.071687408,128,layer_24/width_16k/gated,FALSE
41_truthqa_tf,24,0.85,logreg,0.8407843137254902,0.8360784313725491,0.004705882,128,layer_24/width_16k/topk_32,FALSE
42_temp_sense,24,0.85,logreg,0.8805683563748079,0.8502304147465438,0.030337942,128,layer_24/width_16k/p_anneal,FALSE
44_phys_tf,24,0.85,logreg,0.7624572962420694,0.7606911908247926,0.001766105,128,layer_24/width_16k/p_anneal,FALSE
47_reasoning_tf,24,0.85,logreg,0.5313432835820895,0.6208955223880597,0.089552239,128,layer_24/width_16k/batch_topk_32,TRUE
48_cm_correct,24,0.85,logreg,0.7547584187408491,0.7254392386530015,0.02931918,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,0.85,logreg,1,0.9999969497315764,3.05027E-06,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,0.85,logreg,0.8615864446071254,0.8382869692532944,0.023299475,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,0.85,logreg,0.8621156661786237,0.7953483406539775,0.066767326,128,layer_24/width_16k/p_anneal,FALSE
52_virtue_is,24,0.85,logreg,0.9468087286138714,0.8883686780726018,0.058440051,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,0.85,logreg,0.6626342118106394,0.64454002,0.018094192,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,0.85,logreg,0.9970153123474866,0.9829612005856515,0.014054112,128,layer_24/width_16k/standard_new,FALSE
57_wikidatais_alive,24,0.85,logreg,0.9870241581259152,0.945802831,0.041221327,128,layer_24/width_16k/standard,FALSE
58_wikidatapolitical_party,24,0.85,logreg,0.9474910672673608,0.8785925120397701,0.068898555,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,0.85,logreg,0.8698039215686274,0.8474509803921568,0.022352941,16,layer_24/width_16k/batch_topk_32,FALSE
60_wikidata_occupation_isathlete,24,0.85,logreg,0.8862745098039216,0.8776470588235294,0.008627451,128,layer_24/width_16k/batch_topk_32,FALSE
61_wikidata_occupation_isactor,24,0.85,logreg,0.9654901960784316,0.9380392156862746,0.02745098,128,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,0.85,logreg,0.996078431,0.9937254901960785,0.002352941,128,layer_24/width_16k/standard_new,FALSE
63_wikidata_occupation_issinger,24,0.85,logreg,0.8964705882352941,0.9278431372549021,0.031372549,128,layer_24/width_16k/topk_32,TRUE
64_wikidata_occupation_isresearcher,24,0.85,logreg,0.9474509803921568,0.9450980392156862,0.002352941,128,layer_24/width_16k/batch_topk_32,FALSE
5_hist_fig_ismale,24,0.9,logreg,0.9806362378976488,0.9706172199170124,0.010019018,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,0.9,logreg,0.9414851313969572,0.9803812240663901,0.038896093,128,layer_24/width_16k/topk_32,TRUE
7_hist_fig_ispolitician,24,0.9,logreg,0.6726400414937759,0.6936419432918396,0.021001902,16,layer_24/width_16k/standard_new,TRUE
21_headline_istrump,24,0.9,logreg,0.9656811894882434,0.923344571,0.042336618,128,layer_24/width_16k/p_anneal,FALSE
22_headline_isobama,24,0.9,logreg,0.99,0.9888888888888889,0.001111111,128,layer_24/width_16k/standard,FALSE
23_headline_ischina,24,0.9,logreg,0.9944444444444444,0.9377777777777777,0.056666667,128,layer_24/width_16k/gated,FALSE
24_headline_isiran,24,0.9,logreg,1,1,0,128,layer_24/width_16k/jumprelu_32,FALSE
26_headline_isfrontpage,24,0.9,logreg,0.7419994813278008,0.7674706085753804,0.025471127,128,layer_24/width_16k/standard_new,TRUE
36_sciq_tf,24,0.9,logreg,0.8890905947441218,0.8237206085753804,0.065369986,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,0.9,logreg,0.7672222222222222,0.7866666666666666,0.019444444,128,layer_24/width_16k/standard_new,TRUE
42_temp_sense,24,0.9,logreg,0.9280261723009816,0.8042529989094874,0.123773173,128,layer_24/width_16k/batch_topk_32,FALSE
44_phys_tf,24,0.9,logreg,0.6685252420470263,0.6963520055325034,0.027826763,128,layer_24/width_16k/standard_new,TRUE
47_reasoning_tf,24,0.9,logreg,0.6288932348254384,0.6548602057076633,0.025966971,128,layer_24/width_16k/standard,TRUE
48_cm_correct,24,0.9,logreg,0.702472337,0.7334759681881051,0.031003631,128,layer_24/width_16k/batch_topk_32,TRUE
49_cm_isshort,24,0.9,logreg,1,0.9999956777316735,4.32227E-06,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,0.9,logreg,0.871140214,0.8040888658367911,0.067051349,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,0.9,logreg,0.8376858575380359,0.7971213692946059,0.040564488,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,0.9,logreg,0.9372800170653428,0.8770228733770955,0.060257144,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,0.9,logreg,0.6323478561549102,0.5969052558782849,0.0354426,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,0.9,logreg,0.9985995850622408,0.9808004840940525,0.017799101,128,layer_24/width_16k/standard_new,FALSE
57_wikidatais_alive,24,0.9,logreg,0.9769925656984784,0.9440179806362379,0.032974585,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,0.9,logreg,0.9133260313983206,0.8542168674698796,0.059109164,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,0.9,logreg,0.8722222222222222,0.8922222222222222,0.02,128,layer_24/width_16k/standard_new,TRUE
60_wikidata_occupation_isathlete,24,0.9,logreg,0.9822222222222222,0.9455555555555556,0.036666667,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,0.9,logreg,0.9022222222222224,0.8883333333333334,0.013888889,16,layer_24/width_16k/batch_topk_32,FALSE
62_wikidata_occupation_ispolitician,24,0.9,logreg,0.9644444444444444,0.9477777777777778,0.016666667,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
63_wikidata_occupation_issinger,24,0.9,logreg,0.9188888888888888,0.9400000000000001,0.021111111,128,layer_24/width_16k/matryoshka_batch_topk_32,TRUE
64_wikidata_occupation_isresearcher,24,0.9,logreg,0.9666666666666668,0.9744444444444444,0.007777778,128,layer_24/width_16k/jumprelu_32,TRUE
5_hist_fig_ismale,24,0.95,logreg,0.9815039318479686,0.9599361074705113,0.021567824,128,layer_24/width_16k/p_anneal,FALSE
6_hist_fig_isamerican,24,0.95,logreg,0.8956422018348624,0.9461500655307995,0.050507864,128,layer_24/width_16k/standard,TRUE
7_hist_fig_ispolitician,24,0.95,logreg,0.6805250655307995,0.6804185779816514,0.000106488,16,layer_24/width_16k/standard_new,FALSE
21_headline_istrump,24,0.95,logreg,0.8580848623853211,0.902760485,0.044675623,128,layer_24/width_16k/p_anneal,TRUE
22_headline_isobama,24,0.95,logreg,0.8926315789473684,0.9242105263157896,0.031578947,128,layer_24/width_16k/p_anneal,TRUE
23_headline_ischina,24,0.95,logreg,0.8905263157894737,0.9284210526315789,0.037894737,128,layer_24/width_16k/standard_new,TRUE
24_headline_isiran,24,0.95,logreg,0.9936842105263158,0.9957894736842106,0.002105263,128,layer_24/width_16k/p_anneal,TRUE
26_headline_isfrontpage,24,0.95,logreg,0.6960804390563565,0.702826016,0.006745577,128,layer_24/width_16k/topk_32,TRUE
36_sciq_tf,24,0.95,logreg,0.9126638269986894,0.8145806028833551,0.098083224,128,layer_24/width_16k/gated,FALSE
41_truthqa_tf,24,0.95,logreg,0.8273684210526315,0.928421053,0.101052632,128,layer_24/width_16k/batch_topk_32,TRUE
42_temp_sense,24,0.95,logreg,0.8178053830227744,0.8643892339544513,0.046583851,128,layer_24/width_16k/standard_new,TRUE
44_phys_tf,24,0.95,logreg,0.6644167758846659,0.760108126,0.09569135,128,layer_24/width_16k/p_anneal,TRUE
47_reasoning_tf,24,0.95,logreg,0.5935828877005348,0.5429214748100197,0.050661413,128,layer_24/width_16k/batch_topk_32,FALSE
48_cm_correct,24,0.95,logreg,0.7369593709043252,0.7036123853211009,0.033346986,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,0.95,logreg,1,1,0,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,0.95,logreg,0.6782151048492792,0.7656618610747052,0.087446756,128,layer_24/width_16k/standard_new,TRUE
51_just_is,24,0.95,logreg,0.854558486,0.816620249,0.037938237,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,0.95,logreg,0.9169394359685624,0.8324549237170596,0.084484512,128,layer_24/width_16k/standard,FALSE
54_cs_tf,24,0.95,logreg,0.5790915792922673,0.5840309633027523,0.004939384,16,layer_24/width_16k/matryoshka_batch_topk_32,TRUE
56_wikidatasex_or_gender,24,0.95,logreg,0.983412516,0.9864023591087812,0.002989843,128,layer_24/width_16k/standard_new,TRUE
57_wikidatais_alive,24,0.95,logreg,0.947346003,0.9050868283093053,0.042259174,128,layer_24/width_16k/jumprelu_32,FALSE
58_wikidatapolitical_party,24,0.95,logreg,0.8522039149415577,0.7920715392198282,0.060132376,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,0.95,logreg,0.7557894736842106,0.9136842105263158,0.157894737,128,layer_24/width_16k/jumprelu_32,TRUE
60_wikidata_occupation_isathlete,24,0.95,logreg,0.9221052631578948,0.9600000000000001,0.037894737,128,layer_24/width_16k/standard_new,TRUE
61_wikidata_occupation_isactor,24,0.95,logreg,0.9452631578947368,0.9747368421052631,0.029473684,128,layer_24/width_16k/gated,TRUE
62_wikidata_occupation_ispolitician,24,0.95,logreg,0.8294736842105263,0.9473684210526315,0.117894737,128,layer_24/width_16k/topk_32,TRUE
63_wikidata_occupation_issinger,24,0.95,logreg,0.7747368421052632,0.92,0.145263158,128,layer_24/width_16k/matryoshka_batch_topk_32,TRUE
64_wikidata_occupation_isresearcher,24,0.95,logreg,0.9515789473684212,0.9557894736842105,0.004210526,128,layer_24/width_16k/jumprelu_32,TRUE
,,,,,,0.028936058,,,
