dataset,layer,num_train,method,baseline_test_auc,sae_best_test_auc,diff,sae_best_k,sae_best_sae_id,sae_better
21_headline_istrump,24,275,logreg,0.9490206565856084,0.9213657393632315,0.027654917,128,layer_24/width_16k/jumprelu_32,FALSE
22_headline_isobama,24,275,logreg,0.9594433942449064,0.9407246376811594,0.018718757,128,layer_24/width_16k/standard,FALSE
23_headline_ischina,24,275,logreg,0.9817239136237156,0.9622059803637955,0.019517933,128,layer_24/width_16k/standard,FALSE
24_headline_isiran,24,275,logreg,0.9683634387454064,0.9426174887428187,0.02574595,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,275,logreg,0.7153743544592944,0.7367710310225193,0.021396677,128,layer_24/width_16k/jumprelu_32,TRUE
36_sciq_tf,24,275,logreg,0.8938150514675991,0.8520712509168237,0.041743801,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,275,logreg,0.8917031910803538,0.8257285659361784,0.065974625,128,layer_24/width_16k/jumprelu_32,FALSE
42_temp_sense,24,275,logreg,0.8741298399031915,0.8171462121946796,0.056983628,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,275,logreg,0.7752473362819867,0.7462622628536358,0.028985073,128,layer_24/width_16k/standard,FALSE
47_reasoning_tf,24,275,logreg,0.6279393484051636,0.6197814356942831,0.008157913,128,layer_24/width_16k/standard,FALSE
48_cm_correct,24,275,logreg,0.7691962995810753,0.7401774390020942,0.029018861,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,275,logreg,0.9999919341019716,0.99994569,4.62445E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,275,logreg,0.8443468092382853,0.7796350055672621,0.064711804,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,275,logreg,0.8222559277180821,0.7921394776596135,0.03011645,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,275,logreg,0.9327390110457076,0.8714486330915271,0.061290378,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,275,logreg,0.630299295,0.5932405265131445,0.037058768,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,275,logreg,0.9973574325637152,0.9637989949532573,0.033558438,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,275,logreg,0.976721281,0.9379013680480025,0.038819913,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,275,logreg,0.9048324460228436,0.8266472385560666,0.078185207,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,275,logreg,0.9179422752892156,0.8808132492826803,0.037129026,128,layer_24/width_16k/topk_32,FALSE
60_wikidata_occupation_isathlete,24,275,logreg,0.9248537098745162,0.8918893093814094,0.0329644,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,275,logreg,0.9130859007003622,0.8992711064216924,0.013814794,16,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,275,logreg,0.9429535801379192,0.9190815079591519,0.023872072,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
63_wikidata_occupation_issinger,24,275,logreg,0.923872611,0.9053515000457577,0.01852111,128,layer_24/width_16k/batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,275,logreg,0.9595931528258134,0.9289272798054626,0.030665873,128,layer_24/width_16k/topk_32,FALSE
5_hist_fig_ismale,24,382,logreg,0.9912355990761792,0.9618214611950976,0.029414138,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,382,logreg,0.9688343705175964,0.9619319849312427,0.006902386,128,layer_24/width_16k/topk_32,FALSE
7_hist_fig_ispolitician,24,382,logreg,0.6816975507639835,0.6595455166393578,0.022152034,128,layer_24/width_16k/standard_new,FALSE
21_headline_istrump,24,382,logreg,0.9515795324301788,0.9283883124808131,0.02319122,128,layer_24/width_16k/p_anneal,FALSE
22_headline_isobama,24,382,logreg,0.9642314109969096,0.9447858969422311,0.019445514,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,382,logreg,0.979435785,0.9580092883696816,0.021426496,128,layer_24/width_16k/p_anneal,FALSE
24_headline_isiran,24,382,logreg,0.9767965909720956,0.9561198545777131,0.020676736,128,layer_24/width_16k/standard,FALSE
26_headline_isfrontpage,24,382,logreg,0.7302455240701557,0.7409959746091889,0.010750451,128,layer_24/width_16k/gated,TRUE
36_sciq_tf,24,382,logreg,0.9120959128359905,0.8611531022079979,0.050942811,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,382,logreg,0.9112605290379784,0.8506723806709029,0.060588148,128,layer_24/width_16k/standard_new,FALSE
42_temp_sense,24,382,logreg,0.890107633,0.8194802435915591,0.07062739,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,382,logreg,0.7895185218266552,0.7641275229998207,0.025390999,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,382,logreg,0.6281413272004618,0.6343181865760692,0.006176859,128,layer_24/width_16k/standard_new,TRUE
48_cm_correct,24,382,logreg,0.7901670278234592,0.7466520127329349,0.043515015,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,382,logreg,0.9999981235358888,0.9999472713584774,5.08522E-05,128,layer_24/width_16k/gated,FALSE
50_deon_isvalid,24,382,logreg,0.8458531644315478,0.7976779507210501,0.048175214,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,382,logreg,0.824772779,0.8007339601724245,0.024038819,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,382,logreg,0.9394304394541048,0.8881018666847899,0.051328573,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,382,logreg,0.6391589537736819,0.629771004,0.00938795,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,382,logreg,0.9978019099402308,0.9699456125642032,0.027856297,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,382,logreg,0.9822548418403458,0.9465753779386366,0.035679464,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,382,logreg,0.9163784362785982,0.8538809185058511,0.062497518,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,382,logreg,0.9212326671480496,0.8790479016999352,0.042184765,128,layer_24/width_16k/topk_32,FALSE
60_wikidata_occupation_isathlete,24,382,logreg,0.9241982217381194,0.8926250474243962,0.031573174,128,layer_24/width_16k/batch_topk_32,FALSE
61_wikidata_occupation_isactor,24,382,logreg,0.9312086183896512,0.9046968510200836,0.026511767,128,layer_24/width_16k/topk_32,FALSE
62_wikidata_occupation_ispolitician,24,382,logreg,0.9529060446217674,0.9187145846846737,0.03419146,128,layer_24/width_16k/topk_32,FALSE
63_wikidata_occupation_issinger,24,382,logreg,0.8972466313380411,0.8923741570696008,0.004872474,128,layer_24/width_16k/batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,382,logreg,0.9613048709090092,0.9338332271782697,0.027471644,128,layer_24/width_16k/topk_32,FALSE
5_hist_fig_ismale,24,531,logreg,0.9920478981541074,0.9693878041723538,0.022660094,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,531,logreg,0.9702037126238988,0.9679962314326728,0.002207481,128,layer_24/width_16k/batch_topk_32,FALSE
7_hist_fig_ispolitician,24,531,logreg,0.6865659230785877,0.6877576262995025,0.001191703,128,layer_24/width_16k/standard,TRUE
21_headline_istrump,24,531,logreg,0.9595353890272336,0.9231497192008585,0.03638567,128,layer_24/width_16k/jumprelu_32,FALSE
22_headline_isobama,24,531,logreg,0.9707276376945582,0.9540880941224149,0.016639544,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,531,logreg,0.9822894699125734,0.9625701539462519,0.019719316,128,layer_24/width_16k/standard,FALSE
24_headline_isiran,24,531,logreg,0.9802548257489738,0.9638614726176958,0.016393353,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,531,logreg,0.7066937353779668,0.7525342853868231,0.04584055,128,layer_24/width_16k/gated,TRUE
36_sciq_tf,24,531,logreg,0.9247861446241812,0.8798125975303139,0.044973547,128,layer_24/width_16k/standard_new,FALSE
41_truthqa_tf,24,531,logreg,0.9327298654597308,0.837993676,0.094736189,128,layer_24/width_16k/standard_new,FALSE
42_temp_sense,24,531,logreg,0.9056336591608962,0.8301337401986263,0.075499919,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,531,logreg,0.7930514936013703,0.7818548933267824,0.0111966,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,531,logreg,0.6484342167752604,0.6476697325757395,0.000764484,128,layer_24/width_16k/standard_new,FALSE
48_cm_correct,24,531,logreg,0.7847903203442523,0.7486679372824478,0.036122383,128,layer_24/width_16k/topk_32,FALSE
49_cm_isshort,24,531,logreg,0.9999997996295552,0.9999633322085872,3.64674E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,531,logreg,0.8684732333137505,0.812852402,0.055620832,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,531,logreg,0.857702721,0.8216356399711787,0.036067081,128,layer_24/width_16k/standard_new,FALSE
52_virtue_is,24,531,logreg,0.950878491,0.8769533850951919,0.073925106,128,layer_24/width_16k/gated,FALSE
54_cs_tf,24,531,logreg,0.6418133845854215,0.630559579,0.011253806,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,531,logreg,0.9979480062739994,0.9800909922264281,0.017857014,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,531,logreg,0.983923678,0.9529444036134005,0.030979274,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,531,logreg,0.9374108524280974,0.8753313071825033,0.062079545,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,531,logreg,0.9321752333152672,0.9006600390529292,0.031515194,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,531,logreg,0.9373807437875402,0.9164426939096734,0.02093805,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,531,logreg,0.9117633956744798,0.9074052075522129,0.004358188,128,layer_24/width_16k/standard_new,FALSE
62_wikidata_occupation_ispolitician,24,531,logreg,0.9450038607458664,0.9325910059470335,0.012412855,128,layer_24/width_16k/topk_32,FALSE
63_wikidata_occupation_issinger,24,531,logreg,0.938643839,0.9090423122897935,0.029601526,128,layer_24/width_16k/topk_32,FALSE
64_wikidata_occupation_isresearcher,24,531,logreg,0.9610452023946834,0.9376044535461243,0.023440749,128,layer_24/width_16k/batch_topk_32,FALSE
5_hist_fig_ismale,24,737,logreg,0.9931717902095962,0.9727131453828658,0.020458645,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,737,logreg,0.9742182670907286,0.9690107882103277,0.005207479,128,layer_24/width_16k/topk_32,FALSE
7_hist_fig_ispolitician,24,737,logreg,0.6752857914528907,0.6870883899513802,0.011802598,128,layer_24/width_16k/p_anneal,TRUE
21_headline_istrump,24,737,logreg,0.9656013076832114,0.9416439980877136,0.02395731,128,layer_24/width_16k/p_anneal,FALSE
22_headline_isobama,24,737,logreg,0.9784840588377688,0.9577940108505275,0.020690048,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,737,logreg,0.9868016581632651,0.9645695153061224,0.022232143,128,layer_24/width_16k/standard_new,FALSE
24_headline_isiran,24,737,logreg,0.9759147928994084,0.9637775147928995,0.012137278,128,layer_24/width_16k/standard,FALSE
26_headline_isfrontpage,24,737,logreg,0.7370466495242076,0.7603064502667931,0.023259801,128,layer_24/width_16k/standard_new,TRUE
36_sciq_tf,24,737,logreg,0.931056177,0.8877758352985063,0.043280342,128,layer_24/width_16k/standard_new,FALSE
42_temp_sense,24,737,logreg,0.9188242348052438,0.8413673423917081,0.077456892,128,layer_24/width_16k/standard_new,FALSE
44_phys_tf,24,737,logreg,0.7618549529514589,0.7752645193596968,0.013409566,128,layer_24/width_16k/standard_new,TRUE
47_reasoning_tf,24,737,logreg,0.6867407592120955,0.6715076880058345,0.015233071,128,layer_24/width_16k/standard,FALSE
48_cm_correct,24,737,logreg,0.780222503,0.7641666965782539,0.016055806,128,layer_24/width_16k/p_anneal,FALSE
49_cm_isshort,24,737,logreg,0.99999956,0.999994054,5.5052E-06,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,737,logreg,0.8717637405940903,0.8438745069818049,0.027889234,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,737,logreg,0.8393047504812094,0.8201827682392234,0.019121982,128,layer_24/width_16k/p_anneal,FALSE
52_virtue_is,24,737,logreg,0.955192594,0.903035654,0.05215694,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,737,logreg,0.6521221115040845,0.6272409192274838,0.024881192,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,737,logreg,0.9987485579128332,0.9832067174011229,0.015541841,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,737,logreg,0.9856099574536116,0.9497436888936552,0.035866269,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,737,logreg,0.94372835,0.8875810003588289,0.05614735,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,737,logreg,0.9228590946878272,0.8961098651048194,0.02674923,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,737,logreg,0.9489063469300107,0.9294255338920687,0.019480813,128,layer_24/width_16k/standard_new,FALSE
61_wikidata_occupation_isactor,24,737,logreg,0.9422017726497574,0.9223555295470927,0.019846243,128,layer_24/width_16k/standard_new,FALSE
62_wikidata_occupation_ispolitician,24,737,logreg,0.958946255,0.9320877735388448,0.026858482,128,layer_24/width_16k/batch_topk_32,FALSE
63_wikidata_occupation_issinger,24,737,logreg,0.9427995207968636,0.9155467260731214,0.027252795,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,737,logreg,0.9676792894050964,0.9411176976382256,0.026561592,128,layer_24/width_16k/matryoshka_batch_topk_32,FALSE
5_hist_fig_ismale,24,1024,logreg,0.9931744467813424,0.9789899436882998,0.014184503,128,layer_24/width_16k/standard_new,FALSE
6_hist_fig_isamerican,24,1024,logreg,0.9796304247224666,0.9721616057694937,0.007468819,128,layer_24/width_16k/topk_32,FALSE
7_hist_fig_ispolitician,24,1024,logreg,0.6746782911864747,0.6909930898931587,0.016314799,128,layer_24/width_16k/standard_new,TRUE
21_headline_istrump,24,1024,logreg,0.9728071498948396,0.9442903014463226,0.028516848,128,layer_24/width_16k/standard,FALSE
22_headline_isobama,24,1024,logreg,0.9755877034358046,0.9589310829817159,0.01665662,128,layer_24/width_16k/standard_new,FALSE
23_headline_ischina,24,1024,logreg,0.9852368105515588,0.963896191,0.02134062,128,layer_24/width_16k/standard,FALSE
24_headline_isiran,24,1024,logreg,0.9855200048570214,0.9655151478355899,0.020004857,128,layer_24/width_16k/p_anneal,FALSE
26_headline_isfrontpage,24,1024,logreg,0.7173142022745431,0.7684774981038722,0.051163296,128,layer_24/width_16k/standard_new,TRUE
36_sciq_tf,24,1024,logreg,0.9323667217193448,0.880958372,0.051408349,128,layer_24/width_16k/gated,FALSE
42_temp_sense,24,1024,logreg,0.920116861,0.8604757929883138,0.059641068,128,layer_24/width_16k/p_anneal,FALSE
44_phys_tf,24,1024,logreg,0.7997230995434105,0.7889918777891303,0.010731222,128,layer_24/width_16k/standard_new,FALSE
47_reasoning_tf,24,1024,logreg,0.681355471,0.6913474486433832,0.009991978,128,layer_24/width_16k/standard_new,TRUE
48_cm_correct,24,1024,logreg,0.8030305638562123,0.7788836694044488,0.024146894,128,layer_24/width_16k/standard,FALSE
49_cm_isshort,24,1024,logreg,0.999999241,0.9999789881716065,2.02524E-05,128,layer_24/width_16k/jumprelu_32,FALSE
50_deon_isvalid,24,1024,logreg,0.8831517033757655,0.8558294912909769,0.027322212,128,layer_24/width_16k/standard_new,FALSE
51_just_is,24,1024,logreg,0.8703587908933217,0.8283014645497545,0.042057326,128,layer_24/width_16k/standard,FALSE
52_virtue_is,24,1024,logreg,0.961500824,0.9011729777488973,0.060327846,128,layer_24/width_16k/standard_new,FALSE
54_cs_tf,24,1024,logreg,0.6764210071703498,0.6470830519098486,0.029337955,128,layer_24/width_16k/standard_new,FALSE
56_wikidatasex_or_gender,24,1024,logreg,0.9991681341192602,0.9847046547022447,0.014463479,128,layer_24/width_16k/p_anneal,FALSE
57_wikidatais_alive,24,1024,logreg,0.9881176844661324,0.9631642395895251,0.024953445,128,layer_24/width_16k/standard_new,FALSE
58_wikidatapolitical_party,24,1024,logreg,0.96397602,0.9135533186485034,0.050422702,128,layer_24/width_16k/standard_new,FALSE
59_wikidata_occupation_isjournalist,24,1024,logreg,0.9428543777560844,0.9103241660214764,0.032530212,128,layer_24/width_16k/standard_new,FALSE
60_wikidata_occupation_isathlete,24,1024,logreg,0.960880432,0.9200987982630356,0.040781634,128,layer_24/width_16k/batch_topk_32,FALSE
61_wikidata_occupation_isactor,24,1024,logreg,0.9457198640051168,0.9161729558689871,0.029546908,128,layer_24/width_16k/standard_new,FALSE
62_wikidata_occupation_ispolitician,24,1024,logreg,0.9641077860436936,0.9433046083414682,0.020803178,128,layer_24/width_16k/topk_32,FALSE
63_wikidata_occupation_issinger,24,1024,logreg,0.9456777863803144,0.9140522435789544,0.031625543,128,layer_24/width_16k/batch_topk_32,FALSE
64_wikidata_occupation_isresearcher,24,1024,logreg,0.9694723549113272,0.9418867475612657,0.027585607,128,layer_24/width_16k/batch_topk_32,FALSE
,,,,,,0.036233712,,,
,,,,,, ,,,
