dataset,layer,frac,method,baseline_test_auc,sae_best_test_auc,sae_best_k,sae_best_sae_id,sae_better
21_headline_istrump,24,0.9,logreg,0.9656811894882434,0.923344571230982,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,0.9,logreg,0.99,0.9888888888888889,128,layer_24/width_16k/standard,False
23_headline_ischina,24,0.9,logreg,0.9944444444444444,0.9377777777777777,128,layer_24/width_16k/gated,False
24_headline_isiran,24,0.9,logreg,1.0,1.0,128,layer_24/width_16k/jumprelu_32,False
26_headline_isfrontpage,24,0.9,logreg,0.7419994813278008,0.7674706085753804,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,0.9,logreg,0.8890905947441218,0.8237206085753804,128,layer_24/width_16k/standard_new,False
41_truthqa_tf,24,0.9,logreg,0.7672222222222222,0.7866666666666666,128,layer_24/width_16k/standard_new,True
42_temp_sense,24,0.9,logreg,0.9280261723009816,0.8042529989094874,128,layer_24/width_16k/batch_topk_32,False
44_phys_tf,24,0.9,logreg,0.6685252420470263,0.6963520055325034,128,layer_24/width_16k/standard_new,True
47_reasoning_tf,24,0.9,logreg,0.6288932348254384,0.6548602057076633,128,layer_24/width_16k/standard,True
48_cm_correct,24,0.9,logreg,0.702472337482711,0.7334759681881051,128,layer_24/width_16k/batch_topk_32,True
49_cm_isshort,24,0.9,logreg,1.0,0.9999956777316735,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.9,logreg,0.871140214384509,0.8040888658367911,128,layer_24/width_16k/standard_new,False
51_just_is,24,0.9,logreg,0.8376858575380359,0.7971213692946059,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.9,logreg,0.9372800170653428,0.8770228733770955,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,0.9,logreg,0.6323478561549102,0.5969052558782849,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,0.9,logreg,0.9985995850622408,0.9808004840940525,128,layer_24/width_16k/standard_new,False
57_wikidatais_alive,24,0.9,logreg,0.9769925656984784,0.9440179806362379,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,0.9,logreg,0.9133260313983206,0.8542168674698796,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.9,logreg,0.8722222222222222,0.8922222222222222,128,layer_24/width_16k/standard_new,True
60_wikidata_occupation_isathlete,24,0.9,logreg,0.9822222222222222,0.9455555555555556,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,0.9,logreg,0.9022222222222224,0.8883333333333334,16,layer_24/width_16k/batch_topk_32,False
62_wikidata_occupation_ispolitician,24,0.9,logreg,0.9644444444444444,0.9477777777777778,128,layer_24/width_16k/matryoshka_batch_topk_32,False
63_wikidata_occupation_issinger,24,0.9,logreg,0.9188888888888888,0.9400000000000001,128,layer_24/width_16k/matryoshka_batch_topk_32,True
64_wikidata_occupation_isresearcher,24,0.9,logreg,0.9666666666666668,0.9744444444444444,128,layer_24/width_16k/jumprelu_32,True
5_hist_fig_ismale,24,0.95,logreg,0.9815039318479686,0.9599361074705113,128,layer_24/width_16k/p_anneal,False
6_hist_fig_isamerican,24,0.95,logreg,0.8956422018348624,0.9461500655307995,128,layer_24/width_16k/standard,True
7_hist_fig_ispolitician,24,0.95,logreg,0.6805250655307995,0.6804185779816514,16,layer_24/width_16k/standard_new,False
21_headline_istrump,24,0.95,logreg,0.8580848623853211,0.902760484927916,128,layer_24/width_16k/p_anneal,True
22_headline_isobama,24,0.95,logreg,0.8926315789473684,0.9242105263157896,128,layer_24/width_16k/p_anneal,True
23_headline_ischina,24,0.95,logreg,0.8905263157894737,0.9284210526315789,128,layer_24/width_16k/standard_new,True
24_headline_isiran,24,0.95,logreg,0.9936842105263158,0.9957894736842106,128,layer_24/width_16k/p_anneal,True
26_headline_isfrontpage,24,0.95,logreg,0.6960804390563565,0.702826015727392,128,layer_24/width_16k/topk_32,True
36_sciq_tf,24,0.95,logreg,0.9126638269986894,0.8145806028833551,128,layer_24/width_16k/gated,False
41_truthqa_tf,24,0.95,logreg,0.8273684210526315,0.928421052631579,128,layer_24/width_16k/batch_topk_32,True
42_temp_sense,24,0.95,logreg,0.8178053830227744,0.8643892339544513,128,layer_24/width_16k/standard_new,True
44_phys_tf,24,0.95,logreg,0.6644167758846659,0.760108125819135,128,layer_24/width_16k/p_anneal,True
47_reasoning_tf,24,0.95,logreg,0.5935828877005348,0.5429214748100197,128,layer_24/width_16k/batch_topk_32,False
48_cm_correct,24,0.95,logreg,0.7369593709043252,0.7036123853211009,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,0.95,logreg,1.0,1.0,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,0.95,logreg,0.6782151048492792,0.7656618610747052,128,layer_24/width_16k/standard_new,True
51_just_is,24,0.95,logreg,0.854558486238532,0.816620249017038,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,0.95,logreg,0.9169394359685624,0.8324549237170596,128,layer_24/width_16k/standard,False
54_cs_tf,24,0.95,logreg,0.5790915792922673,0.5840309633027523,16,layer_24/width_16k/matryoshka_batch_topk_32,True
56_wikidatasex_or_gender,24,0.95,logreg,0.9834125163827,0.9864023591087812,128,layer_24/width_16k/standard_new,True
57_wikidatais_alive,24,0.95,logreg,0.947346002621232,0.9050868283093053,128,layer_24/width_16k/jumprelu_32,False
58_wikidatapolitical_party,24,0.95,logreg,0.8522039149415577,0.7920715392198282,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,0.95,logreg,0.7557894736842106,0.9136842105263158,128,layer_24/width_16k/jumprelu_32,True
60_wikidata_occupation_isathlete,24,0.95,logreg,0.9221052631578948,0.9600000000000001,128,layer_24/width_16k/standard_new,True
61_wikidata_occupation_isactor,24,0.95,logreg,0.9452631578947368,0.9747368421052631,128,layer_24/width_16k/gated,True
62_wikidata_occupation_ispolitician,24,0.95,logreg,0.8294736842105263,0.9473684210526315,128,layer_24/width_16k/topk_32,True
63_wikidata_occupation_issinger,24,0.95,logreg,0.7747368421052632,0.92,128,layer_24/width_16k/matryoshka_batch_topk_32,True
64_wikidata_occupation_isresearcher,24,0.95,logreg,0.9515789473684212,0.9557894736842105,128,layer_24/width_16k/jumprelu_32,True
