dataset,layer,num_train,method,baseline_test_auc,sae_best_test_auc,sae_best_k,sae_best_sae_id,sae_better
44_phys_tf,24,531,logreg,0.7930514936013703,0.7818548933267824,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,531,logreg,0.6484342167752604,0.6476697325757395,128,layer_24/width_16k/standard_new,False
48_cm_correct,24,531,logreg,0.7847903203442523,0.7486679372824478,128,layer_24/width_16k/topk_32,False
49_cm_isshort,24,531,logreg,0.9999997996295552,0.9999633322085872,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,531,logreg,0.8684732333137505,0.81285240151993,128,layer_24/width_16k/standard_new,False
51_just_is,24,531,logreg,0.857702720790197,0.8216356399711787,128,layer_24/width_16k/standard_new,False
52_virtue_is,24,531,logreg,0.950878491429888,0.8769533850951919,128,layer_24/width_16k/gated,False
54_cs_tf,24,531,logreg,0.6418133845854215,0.630559578548821,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,531,logreg,0.9979480062739994,0.9800909922264281,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,531,logreg,0.983923678096064,0.9529444036134005,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,531,logreg,0.9374108524280974,0.8753313071825033,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,531,logreg,0.9321752333152672,0.9006600390529292,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,531,logreg,0.9373807437875402,0.9164426939096734,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,531,logreg,0.9117633956744798,0.9074052075522129,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,531,logreg,0.9450038607458664,0.9325910059470335,128,layer_24/width_16k/topk_32,False
63_wikidata_occupation_issinger,24,531,logreg,0.938643838769313,0.9090423122897935,128,layer_24/width_16k/topk_32,False
64_wikidata_occupation_isresearcher,24,531,logreg,0.9610452023946834,0.9376044535461243,128,layer_24/width_16k/batch_topk_32,False
5_hist_fig_ismale,24,737,logreg,0.9931717902095962,0.9727131453828658,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,737,logreg,0.9742182670907286,0.9690107882103277,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,737,logreg,0.6752857914528907,0.6870883899513802,128,layer_24/width_16k/p_anneal,True
21_headline_istrump,24,737,logreg,0.9656013076832114,0.9416439980877136,128,layer_24/width_16k/p_anneal,False
22_headline_isobama,24,737,logreg,0.9784840588377688,0.9577940108505275,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,737,logreg,0.9868016581632651,0.9645695153061224,128,layer_24/width_16k/standard_new,False
24_headline_isiran,24,737,logreg,0.9759147928994084,0.9637775147928995,128,layer_24/width_16k/standard,False
26_headline_isfrontpage,24,737,logreg,0.7370466495242076,0.7603064502667931,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,737,logreg,0.931056177043712,0.8877758352985063,128,layer_24/width_16k/standard_new,False
42_temp_sense,24,737,logreg,0.9188242348052438,0.8413673423917081,128,layer_24/width_16k/standard_new,False
44_phys_tf,24,737,logreg,0.7618549529514589,0.7752645193596968,128,layer_24/width_16k/standard_new,True
47_reasoning_tf,24,737,logreg,0.6867407592120955,0.6715076880058345,128,layer_24/width_16k/standard,False
48_cm_correct,24,737,logreg,0.780222502571479,0.7641666965782539,128,layer_24/width_16k/p_anneal,False
49_cm_isshort,24,737,logreg,0.999999559583992,0.99999405438389,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,737,logreg,0.8717637405940903,0.8438745069818049,128,layer_24/width_16k/standard_new,False
51_just_is,24,737,logreg,0.8393047504812094,0.8201827682392234,128,layer_24/width_16k/p_anneal,False
52_virtue_is,24,737,logreg,0.955192593802943,0.903035654052587,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,737,logreg,0.6521221115040845,0.6272409192274838,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,737,logreg,0.9987485579128332,0.9832067174011229,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,737,logreg,0.9856099574536116,0.9497436888936552,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,737,logreg,0.943728350066958,0.8875810003588289,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,737,logreg,0.9228590946878272,0.8961098651048194,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,737,logreg,0.9489063469300107,0.9294255338920687,128,layer_24/width_16k/standard_new,False
61_wikidata_occupation_isactor,24,737,logreg,0.9422017726497574,0.9223555295470927,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,737,logreg,0.958946255409244,0.9320877735388448,128,layer_24/width_16k/batch_topk_32,False
63_wikidata_occupation_issinger,24,737,logreg,0.9427995207968636,0.9155467260731214,128,layer_24/width_16k/matryoshka_batch_topk_32,False
64_wikidata_occupation_isresearcher,24,737,logreg,0.9676792894050964,0.9411176976382256,128,layer_24/width_16k/matryoshka_batch_topk_32,False
5_hist_fig_ismale,24,1024,logreg,0.9931744467813424,0.9789899436882998,128,layer_24/width_16k/standard_new,False
6_hist_fig_isamerican,24,1024,logreg,0.9796304247224666,0.9721616057694937,128,layer_24/width_16k/topk_32,False
7_hist_fig_ispolitician,24,1024,logreg,0.6746782911864747,0.6909930898931587,128,layer_24/width_16k/standard_new,True
21_headline_istrump,24,1024,logreg,0.9728071498948396,0.9442903014463226,128,layer_24/width_16k/standard,False
22_headline_isobama,24,1024,logreg,0.9755877034358046,0.9589310829817159,128,layer_24/width_16k/standard_new,False
23_headline_ischina,24,1024,logreg,0.9852368105515588,0.963896190739716,128,layer_24/width_16k/standard,False
24_headline_isiran,24,1024,logreg,0.9855200048570214,0.9655151478355899,128,layer_24/width_16k/p_anneal,False
26_headline_isfrontpage,24,1024,logreg,0.7173142022745431,0.7684774981038722,128,layer_24/width_16k/standard_new,True
36_sciq_tf,24,1024,logreg,0.9323667217193448,0.880958372276943,128,layer_24/width_16k/gated,False
42_temp_sense,24,1024,logreg,0.920116861435726,0.8604757929883138,128,layer_24/width_16k/p_anneal,False
44_phys_tf,24,1024,logreg,0.7997230995434105,0.7889918777891303,128,layer_24/width_16k/standard_new,False
47_reasoning_tf,24,1024,logreg,0.681355470876429,0.6913474486433832,128,layer_24/width_16k/standard_new,True
48_cm_correct,24,1024,logreg,0.8030305638562123,0.7788836694044488,128,layer_24/width_16k/standard,False
49_cm_isshort,24,1024,logreg,0.999999240536323,0.9999789881716065,128,layer_24/width_16k/jumprelu_32,False
50_deon_isvalid,24,1024,logreg,0.8831517033757655,0.8558294912909769,128,layer_24/width_16k/standard_new,False
51_just_is,24,1024,logreg,0.8703587908933217,0.8283014645497545,128,layer_24/width_16k/standard,False
52_virtue_is,24,1024,logreg,0.961500823593054,0.9011729777488973,128,layer_24/width_16k/standard_new,False
54_cs_tf,24,1024,logreg,0.6764210071703498,0.6470830519098486,128,layer_24/width_16k/standard_new,False
56_wikidatasex_or_gender,24,1024,logreg,0.9991681341192602,0.9847046547022447,128,layer_24/width_16k/p_anneal,False
57_wikidatais_alive,24,1024,logreg,0.9881176844661324,0.9631642395895251,128,layer_24/width_16k/standard_new,False
58_wikidatapolitical_party,24,1024,logreg,0.963976020247017,0.9135533186485034,128,layer_24/width_16k/standard_new,False
59_wikidata_occupation_isjournalist,24,1024,logreg,0.9428543777560844,0.9103241660214764,128,layer_24/width_16k/standard_new,False
60_wikidata_occupation_isathlete,24,1024,logreg,0.960880432221362,0.9200987982630356,128,layer_24/width_16k/batch_topk_32,False
61_wikidata_occupation_isactor,24,1024,logreg,0.9457198640051168,0.9161729558689871,128,layer_24/width_16k/standard_new,False
62_wikidata_occupation_ispolitician,24,1024,logreg,0.9641077860436936,0.9433046083414682,128,layer_24/width_16k/topk_32,False
63_wikidata_occupation_issinger,24,1024,logreg,0.9456777863803144,0.9140522435789544,128,layer_24/width_16k/batch_topk_32,False
64_wikidata_occupation_isresearcher,24,1024,logreg,0.9694723549113272,0.9418867475612657,128,layer_24/width_16k/batch_topk_32,False
